,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Customer_ID
2442,217,1,76.32000000000001,1,1,1,111,3,LOST,15668.0
2443,39,33,684.34,3,2,3,323,8,REGULARS,15669.0
2444,296,12,173.05,1,1,1,111,3,LOST,15670.0
2445,18,78,2657.1300000000006,3,3,4,334,10,BIG SPENDER,15671.0
2446,87,155,2881.0200000000013,2,4,4,244,10,BIG SPENDER,15673.0
2447,72,114,2446.6,2,4,4,244,10,BIG SPENDER,15674.0
2448,80,21,323.69,2,2,2,222,6,REGULARS,15675.0
2449,18,202,3435.7599999999998,3,4,4,344,11,BIG SPENDER,15676.0
2450,48,33,657.23,3,2,2,322,7,REGULARS,15677.0
2451,52,12,352.70000000000005,2,1,2,212,5,REGULARS,15678.0
2452,23,110,781.2799999999999,3,4,3,343,10,LOYAL,15679.0
2453,8,78,1333.6800000000003,4,3,3,433,10,ACTIVE,15680.0
2454,24,53,1426.1599999999999,3,3,3,333,9,REGULARS,15681.0
2455,116,10,193.75,2,1,1,211,4,LIGHT,15683.0
2456,8,166,2993.099999999999,4,4,4,444,12,STARS,15687.0
2457,119,9,254.1,2,1,1,211,4,LIGHT,15689.0
2458,3,19,239.76000000000002,4,2,1,421,7,ACTIVE,15690.0
2459,251,2,136.8,1,1,1,111,3,LOST,15691.0
2460,27,12,191.04000000000002,3,1,1,311,5,LIGHT,15692.0
2461,0,78,6479.399999999998,4,3,4,434,11,BIG SPENDER,15694.0
2462,266,22,409.9800000000001,1,2,2,122,5,LOST,15695.0
2463,32,171,2736.4600000000005,3,4,4,344,11,BIG SPENDER,15696.0
2464,17,18,309.6499999999999,4,2,2,422,8,ACTIVE,15699.0
2465,171,86,696.6799999999996,1,3,3,133,7,LOST,15700.0
2466,1,237,1542.14,4,4,3,443,11,LOYAL,15701.0
2467,264,5,211.5,1,1,1,111,3,LOST,15703.0
2468,139,117,2293.6199999999994,2,4,4,244,10,BIG SPENDER,15704.0
2469,200,6,143.10000000000002,1,1,1,111,3,LOST,15705.0
2470,63,55,1060.56,2,3,3,233,8,REGULARS,15706.0
2471,34,214,945.5799999999999,3,4,3,343,10,LOYAL,15707.0
2472,40,288,3364.2399999999984,3,4,4,344,11,BIG SPENDER,15708.0
2473,283,6,133.25,1,1,1,111,3,LOST,15709.0
2474,8,53,1072.3600000000001,4,3,3,433,10,ACTIVE,15712.0
2475,142,19,356.7,2,2,2,222,6,REGULARS,15713.0
2476,11,35,330.8799999999998,4,2,2,422,8,ACTIVE,15714.0
2477,145,118,1118.8100000000004,1,4,3,143,8,LOYAL,15716.0
2478,233,7,150.3,1,1,1,111,3,LOST,15717.0
2480,23,128,598.7300000000001,3,4,2,342,9,LOYAL,15720.0
2481,11,91,507.0799999999998,4,3,2,432,9,ACTIVE,15721.0
2482,35,69,2222.56,3,3,4,334,10,BIG SPENDER,15722.0
2483,364,41,203.1,1,3,1,131,5,LOST,15723.0
2484,200,11,218.25,1,1,1,111,3,LOST,15724.0
2485,14,32,415.2500000000001,4,2,2,422,8,ACTIVE,15725.0
2486,16,302,5178.960000000001,4,4,4,444,12,STARS,15727.0
2487,212,5,85.0,1,1,1,111,3,LOST,15729.0
2488,65,70,1120.8800000000003,2,3,3,233,8,REGULARS,15730.0
2489,211,14,294.11999999999995,1,1,1,111,3,LOST,15732.0
2490,282,10,162.3,1,1,1,111,3,LOST,15733.0
2491,114,26,1339.45,2,2,3,223,7,REGULARS,15734.0
2492,14,72,1205.12,4,3,3,433,10,ACTIVE,15737.0
2493,18,173,4812.419999999996,3,4,4,344,11,BIG SPENDER,15738.0
2494,65,8,449.12000000000006,2,1,2,212,5,REGULARS,15739.0
2495,48,9,154.88000000000002,3,1,1,311,5,LIGHT,15740.0
2496,15,88,784.4600000000004,4,3,3,433,10,ACTIVE,15743.0
2497,77,3,34.8,2,1,1,211,4,LIGHT,15744.0
2498,18,62,1094.59,3,3,3,333,9,REGULARS,15745.0
2499,133,28,196.87999999999997,2,2,1,221,5,LIGHT,15746.0
2500,12,93,974.0399999999995,4,3,3,433,10,ACTIVE,15747.0
2501,39,21,149.30999999999995,3,2,1,321,6,LIGHT,15748.0
2503,2,293,2465.479999999999,4,4,4,444,12,STARS,15750.0
2504,39,411,2637.3800000000024,3,4,4,344,11,BIG SPENDER,15752.0
2505,304,1,79.2,1,1,1,111,3,LOST,15753.0
2506,50,28,458.57,3,2,2,322,7,REGULARS,15754.0
2507,9,141,2364.2500000000023,4,4,4,444,12,STARS,15755.0
2508,60,192,532.9599999999995,2,4,2,242,8,LOYAL,15756.0
2509,65,45,714.4200000000001,2,3,3,233,8,REGULARS,15757.0
2510,24,9,205.25,3,1,1,311,5,LIGHT,15758.0
2511,217,7,253.04000000000002,1,1,1,111,3,LOST,15759.0
2512,64,37,583.75,2,2,2,222,6,REGULARS,15762.0
2513,31,61,1086.9200000000003,3,3,3,333,9,REGULARS,15763.0
2514,87,180,3279.9700000000003,2,4,4,244,10,BIG SPENDER,15764.0
2515,63,11,315.05999999999995,2,1,2,212,5,REGULARS,15766.0
2516,115,27,621.83,2,2,2,222,6,REGULARS,15768.0
2518,5,10,635.6800000000001,4,1,2,412,7,ACTIVE,15773.0
2519,68,25,270.8,2,2,1,221,5,LIGHT,15774.0
2520,244,7,104.9,1,1,1,111,3,LOST,15775.0
2521,132,18,241.62000000000003,2,2,1,221,5,LIGHT,15776.0
2522,240,21,1047.1100000000001,1,2,3,123,6,LOST,15777.0
2523,183,29,475.28000000000003,1,2,2,122,5,LOST,15780.0
2524,24,20,345.4600000000001,3,2,2,322,7,REGULARS,15781.0
2525,9,43,2614.7400000000007,4,3,4,434,11,BIG SPENDER,15782.0
2526,10,14,246.3,4,1,1,411,6,NEW,15783.0
2527,32,83,2328.9700000000003,3,3,4,334,10,BIG SPENDER,15785.0
2528,45,267,4932.2000000000035,3,4,4,344,11,BIG SPENDER,15786.0
2529,25,206,948.0500000000001,3,4,3,343,10,LOYAL,15787.0
2530,357,25,351.3,1,2,2,122,5,LOST,15789.0
2531,9,35,220.84999999999997,4,2,1,421,7,ACTIVE,15790.0
2532,43,75,1612.6900000000003,3,3,4,334,10,BIG SPENDER,15791.0
2533,14,12,965.6099999999999,4,1,3,413,8,ACTIVE,15793.0
2534,149,42,610.0100000000001,1,3,2,132,6,LOST,15795.0
2535,0,133,2711.5599999999995,4,4,4,444,12,STARS,15796.0
2536,112,8,2207.4,2,1,4,214,7,BIG SPENDER,15797.0
2537,75,98,884.1400000000002,2,4,3,243,9,LOYAL,15799.0
2538,106,119,699.0800000000002,2,4,3,243,9,LOYAL,15800.0
2539,45,64,1063.9499999999998,3,3,3,333,9,REGULARS,15801.0
2540,142,1,451.42,2,1,2,212,5,REGULARS,15802.0
2541,50,8,415.82,3,1,2,312,6,REGULARS,15803.0
2542,0,262,4206.389999999997,4,4,4,444,12,STARS,15804.0
2543,22,301,5528.479999999997,3,4,4,344,11,BIG SPENDER,15805.0
2544,45,31,784.5799999999999,3,2,3,323,8,REGULARS,15806.0
2545,49,48,903.9000000000001,3,3,3,333,9,REGULARS,15807.0
2546,305,208,3734.970000000001,1,4,4,144,9,BIG SPENDER,15808.0
2547,35,35,515.7699999999999,3,2,2,322,7,REGULARS,15809.0
2548,78,89,1391.9799999999998,2,3,3,233,8,REGULARS,15810.0
2549,21,133,2218.6199999999994,3,4,4,344,11,BIG SPENDER,15811.0
2550,106,41,1801.14,2,3,4,234,9,BIG SPENDER,15812.0
2551,207,40,1303.9099999999999,1,2,3,123,6,LOST,15813.0
2552,16,72,1945.3300000000004,4,3,4,434,11,BIG SPENDER,15814.0
2553,63,49,2100.6000000000004,2,3,4,234,9,BIG SPENDER,15815.0
2554,48,123,1905.45,3,4,4,344,11,BIG SPENDER,15819.0
2555,319,17,206.98000000000002,1,2,1,121,4,LOST,15820.0
2556,43,62,570.96,3,3,2,332,8,REGULARS,15821.0
2557,2,33,885.4699999999999,4,2,3,423,9,ACTIVE,15822.0
2558,371,1,15.0,1,1,1,111,3,LOST,15823.0
2559,171,20,532.94,1,2,2,122,5,LOST,15825.0
2560,55,68,1654.31,2,3,4,234,9,BIG SPENDER,15826.0
2561,72,115,1836.0900000000008,2,4,4,244,10,BIG SPENDER,15827.0
2562,98,51,636.14,2,3,2,232,7,REGULARS,15829.0
2563,37,39,576.0,3,2,2,322,7,REGULARS,15830.0
2564,57,68,801.7599999999999,2,3,3,233,8,REGULARS,15831.0
2565,253,54,836.7899999999998,1,3,3,133,7,LOST,15832.0
2566,69,273,2233.749999999999,2,4,4,244,10,BIG SPENDER,15834.0
2567,43,50,954.0899999999996,3,3,3,333,9,REGULARS,15835.0
2568,49,10,137.37,3,1,1,311,5,LIGHT,15836.0
2569,64,24,391.97999999999996,2,2,2,222,6,REGULARS,15837.0
2571,32,62,1048.4900000000002,3,3,3,333,9,REGULARS,15839.0
2572,58,27,355.56,2,2,2,222,6,REGULARS,15840.0
2573,72,47,1224.0600000000004,2,3,3,233,8,REGULARS,15841.0
2574,303,8,118.95,1,1,1,111,3,LOST,15843.0
2575,45,11,130.74,3,1,1,311,5,LIGHT,15844.0
2576,17,138,3711.7699999999995,4,4,4,444,12,STARS,15845.0
2577,37,22,389.27,3,2,2,322,7,REGULARS,15847.0
2578,18,97,238.85000000000002,3,4,1,341,8,LOYAL,15850.0
2579,186,22,160.71,1,2,1,121,4,LOST,15852.0
2580,51,30,110.80000000000001,2,2,1,221,5,LIGHT,15853.0
2581,3,140,2974.6499999999974,4,4,4,444,12,STARS,15854.0
2582,136,80,712.2399999999997,2,3,3,233,8,REGULARS,15855.0
2584,18,14,297.0,3,1,1,311,5,LIGHT,15857.0
2585,15,191,1438.8500000000008,4,4,3,443,11,LOYAL,15858.0
2586,40,142,977.2099999999992,3,4,3,343,10,LOYAL,15860.0
2587,11,546,3165.360000000001,4,4,4,444,12,STARS,15861.0
2588,7,147,832.88,4,4,3,443,11,LOYAL,15862.0
2589,25,18,68.84,3,2,1,321,6,LIGHT,15863.0
2590,21,20,1936.3200000000002,3,2,4,324,9,BIG SPENDER,15864.0
2591,40,40,895.1300000000002,3,3,3,333,9,REGULARS,15865.0
2592,100,45,230.52999999999994,2,3,1,231,6,LIGHT,15866.0
2593,4,461,3812.6399999999985,4,4,4,444,12,STARS,15867.0
2594,276,15,149.64,1,1,1,111,3,LOST,15869.0
2595,32,76,354.0899999999999,3,3,2,332,8,REGULARS,15870.0
2596,14,128,360.9299999999999,4,4,2,442,10,LOYAL,15872.0
2597,63,120,4405.879999999999,2,4,4,244,10,BIG SPENDER,15874.0
2598,1,129,493.28,4,4,2,442,10,LOYAL,15877.0
2599,368,105,343.28,1,4,2,142,7,LOYAL,15880.0
2600,311,29,501.39,1,2,2,122,5,LOST,15881.0
2601,198,23,516.3599999999999,1,2,2,122,5,LOST,15882.0
2602,1,49,396.47999999999996,4,3,2,432,9,ACTIVE,15883.0
2603,92,18,379.34999999999997,2,2,2,222,6,REGULARS,15885.0
2604,59,12,181.09,2,1,1,211,4,LIGHT,15886.0
2605,80,12,168.31,2,1,1,211,4,LIGHT,15888.0
2606,156,93,446.8699999999998,1,3,2,132,6,LOST,15889.0
2607,226,62,524.52,1,3,2,132,6,LOST,15891.0
2608,252,41,263.54999999999995,1,3,1,131,5,LOST,15894.0
2609,149,11,179.17,1,1,1,111,3,LOST,15895.0
2610,193,24,222.05,1,2,1,121,4,LOST,15897.0
2611,0,86,1388.8799999999999,4,3,3,433,10,ACTIVE,15898.0
2612,368,4,56.25,1,1,1,111,3,LOST,15899.0
2613,23,51,351.1099999999999,3,3,2,332,8,REGULARS,15900.0
2614,16,116,363.8799999999999,4,4,2,442,10,LOYAL,15901.0
2615,9,74,5126.76,4,3,4,434,11,BIG SPENDER,15903.0
2616,7,30,164.67999999999998,4,2,1,421,7,ACTIVE,15904.0
2617,19,150,1567.6900000000014,3,4,3,343,10,LOYAL,15906.0
2618,3,249,967.4499999999998,4,4,3,443,11,LOYAL,15907.0
2619,173,7,191.93999999999997,1,1,1,111,3,LOST,15909.0
2620,0,267,1232.1799999999996,4,4,3,443,11,LOYAL,15910.0
2621,177,19,264.62,1,2,1,121,4,LOST,15912.0
2622,15,155,1528.0900000000006,4,4,3,443,11,LOYAL,15916.0
2623,247,12,123.10000000000001,1,1,1,111,3,LOST,15917.0
2624,190,40,334.23,1,3,2,132,6,LOST,15918.0
2625,19,143,639.89,3,4,2,342,9,LOYAL,15919.0
2626,153,60,167.49999999999997,1,3,1,131,5,LOST,15920.0
2627,172,25,336.03000000000003,1,2,2,122,5,LOST,15921.0
2628,372,11,369.50000000000006,1,1,2,112,4,LOST,15922.0
2629,372,21,127.08000000000003,1,2,1,121,4,LOST,15923.0
2630,193,12,207.15,1,1,1,111,3,LOST,15925.0
2631,66,21,426.63000000000017,2,2,2,222,6,REGULARS,15930.0
2632,3,115,2495.870000000001,4,4,4,444,12,STARS,15932.0
2633,20,74,1107.4600000000003,3,3,3,333,9,REGULARS,15933.0
2634,238,12,416.8600000000001,1,1,2,112,4,LOST,15935.0
2635,63,7,145.35,2,1,1,211,4,LIGHT,15937.0
2636,111,18,404.58,2,2,2,222,6,REGULARS,15938.0
2637,89,76,6115.009999999999,2,3,4,234,9,BIG SPENDER,15939.0
2638,310,1,35.8,1,1,1,111,3,LOST,15940.0
2639,133,14,337.43999999999994,2,1,2,212,5,REGULARS,15942.0
2640,276,6,325.1,1,1,2,112,4,LOST,15944.0
2641,364,2,181.0,1,1,1,111,3,LOST,15945.0
2642,82,29,1708.2400000000002,2,2,4,224,8,BIG SPENDER,15947.0
2643,7,60,955.2400000000001,4,3,3,433,10,ACTIVE,15948.0
2644,16,19,364.7199999999999,4,2,2,422,8,ACTIVE,15949.0
2645,31,98,1765.509999999999,3,4,4,344,11,BIG SPENDER,15950.0
2646,8,41,708.2200000000001,4,3,3,433,10,ACTIVE,15951.0
2647,33,91,806.5699999999998,3,3,3,333,9,REGULARS,15952.0
2648,14,98,1659.3799999999999,4,4,4,444,12,STARS,15953.0
2649,23,183,4416.260000000002,3,4,4,344,11,BIG SPENDER,15955.0
2650,31,42,428.88999999999993,3,3,2,332,8,REGULARS,15957.0
2651,73,7,104.35,2,1,1,211,4,LIGHT,15958.0
2652,19,28,470.7600000000001,3,2,2,322,7,REGULARS,15963.0
2653,16,122,845.6399999999999,4,4,3,443,11,LOYAL,15965.0
2654,22,84,418.8299999999999,3,3,2,332,8,REGULARS,15967.0
2655,2,20,666.0999999999999,4,2,3,423,9,ACTIVE,15969.0
2656,303,11,314.1,1,1,2,112,4,LOST,15970.0
2657,17,35,4199.85,4,2,4,424,10,BIG SPENDER,15971.0
2658,366,4,307.82,1,1,2,112,4,LOST,15973.0
2659,38,176,3442.15,3,4,4,344,11,BIG SPENDER,15974.0
2660,83,24,371.01,2,2,2,222,6,REGULARS,15975.0
2661,164,98,430.93999999999977,1,4,2,142,7,LOYAL,15976.0
2662,16,65,1054.7299999999996,4,3,3,433,10,ACTIVE,15977.0
2663,76,49,1098.7800000000002,2,3,3,233,8,REGULARS,15978.0
2664,88,43,2398.8599999999997,2,3,4,234,9,BIG SPENDER,15980.0
2665,24,97,3408.4799999999987,3,4,4,344,11,BIG SPENDER,15981.0
2666,21,113,1475.02,3,4,3,343,10,LOYAL,15983.0
2667,2,270,2837.6700000000005,4,4,4,444,12,STARS,15984.0
2668,122,37,1142.42,2,2,3,223,7,REGULARS,15985.0
2669,29,14,168.12,3,1,1,311,5,LIGHT,15986.0
2670,11,140,1451.2800000000004,4,4,3,443,11,LOYAL,15987.0
2671,18,27,158.03000000000003,3,2,1,321,6,LIGHT,15988.0
2672,43,52,792.11,3,3,3,333,9,REGULARS,15990.0
2673,3,3,41.989999999999995,4,1,1,411,6,NEW,15992.0
2674,8,552,2797.5699999999983,4,4,4,444,12,STARS,15993.0
2675,54,35,427.07000000000005,2,2,2,222,6,REGULARS,15994.0
2676,87,130,1060.6799999999994,2,4,3,243,9,LOYAL,15996.0
2677,36,506,3089.969999999999,3,4,4,344,11,BIG SPENDER,15998.0
2678,2,9,12393.7,4,1,4,414,9,BIG SPENDER,16000.0
2679,29,103,2735.3700000000003,3,4,4,344,11,BIG SPENDER,16003.0
2680,11,218,615.389999999999,4,4,2,442,10,LOYAL,16005.0
2681,210,8,101.39999999999999,1,1,1,111,3,LOST,16006.0
2682,47,385,1701.939999999998,3,4,4,344,11,BIG SPENDER,16007.0
2683,23,33,478.7800000000001,3,2,2,322,7,REGULARS,16008.0
2684,21,90,992.7099999999999,3,3,3,333,9,REGULARS,16009.0
2685,245,86,407.49999999999994,1,3,2,132,6,LOST,16010.0
2686,7,212,3362.7100000000023,4,4,4,444,12,STARS,16011.0
2687,34,94,1415.2899999999997,3,3,3,333,9,REGULARS,16012.0
2689,37,145,662.3799999999999,3,4,3,343,10,LOYAL,16014.0
2690,3,182,705.3899999999996,4,4,3,443,11,LOYAL,16015.0
2691,2,235,1508.7600000000014,4,4,3,443,11,LOYAL,16016.0
2692,46,32,211.87999999999994,3,2,1,321,6,LIGHT,16017.0
2693,38,28,408.90000000000003,3,2,2,322,7,REGULARS,16018.0
2694,46,160,3786.239999999999,3,4,4,344,11,BIG SPENDER,16019.0
2695,16,46,851.0100000000001,4,3,3,433,10,ACTIVE,16020.0
2696,259,76,628.2800000000001,1,3,2,132,6,LOST,16022.0
2697,45,101,719.81,3,4,3,343,10,LOYAL,16023.0
2698,11,64,251.23999999999992,4,3,1,431,8,ACTIVE,16024.0
2699,29,28,439.66,3,2,2,322,7,REGULARS,16025.0
2700,42,32,236.09000000000006,3,2,1,321,6,LIGHT,16026.0
2701,91,16,934.62,2,1,3,213,6,REGULARS,16027.0
2703,309,29,331.24000000000007,1,2,2,122,5,LOST,16030.0
2704,91,100,548.9399999999999,2,4,2,242,8,LOYAL,16031.0
2706,195,22,437.69999999999993,1,2,2,122,5,LOST,16034.0
2707,86,55,758.9199999999994,2,3,3,233,8,REGULARS,16036.0
2708,269,39,855.0200000000001,1,2,3,123,6,LOST,16037.0
2709,7,26,471.7799999999999,4,2,2,422,8,ACTIVE,16038.0
2710,64,65,1313.5500000000006,2,3,3,233,8,REGULARS,16040.0
2711,30,6,3166.4,3,1,4,314,8,BIG SPENDER,16041.0
2712,21,71,1197.2700000000002,3,3,3,333,9,REGULARS,16042.0
2713,37,39,773.9900000000004,3,2,3,323,8,REGULARS,16043.0
2714,119,83,1340.7000000000003,2,3,3,233,8,REGULARS,16045.0
2715,372,8,256.44000000000005,1,1,1,111,3,LOST,16048.0
2716,39,312,1111.7899999999993,3,4,3,343,10,LOYAL,16049.0
2717,173,10,137.9,1,1,1,111,3,LOST,16050.0
2718,53,34,362.06000000000006,2,2,2,222,6,REGULARS,16052.0
2719,32,84,1511.9499999999996,3,3,3,333,9,REGULARS,16053.0
2720,144,70,783.8999999999999,2,3,3,233,8,REGULARS,16054.0
2721,220,8,134.8,1,1,1,111,3,LOST,16055.0
2722,44,68,664.85,3,3,3,333,9,REGULARS,16056.0
2723,15,121,2263.12,4,4,4,444,12,STARS,16057.0
2724,65,180,1459.8600000000008,2,4,3,243,9,LOYAL,16059.0
2725,9,64,1153.6199999999992,4,3,3,433,10,ACTIVE,16062.0
2726,259,23,335.32000000000005,1,2,2,122,5,LOST,16063.0
2727,364,74,372.0900000000001,1,3,2,132,6,LOST,16065.0
2728,16,102,1521.8700000000001,4,4,3,443,11,LOYAL,16066.0
2729,21,33,852.15,3,2,3,323,8,REGULARS,16070.0
2730,44,21,326.24000000000007,3,2,2,322,7,REGULARS,16071.0
2731,287,23,584.3199999999999,1,2,2,122,5,LOST,16072.0
2732,296,1,122.39999999999999,1,1,1,111,3,LOST,16073.0
2733,2,129,2234.729999999999,4,4,4,444,12,STARS,16076.0
2734,283,1,79.2,1,1,1,111,3,LOST,16078.0
2735,16,21,1352.0000000000002,4,2,3,423,9,ACTIVE,16079.0
2736,81,10,217.16000000000003,2,1,1,211,4,LIGHT,16080.0
2737,55,227,2806.9000000000005,2,4,4,244,10,BIG SPENDER,16081.0
2738,100,31,1317.6200000000003,2,2,3,223,7,REGULARS,16083.0
2739,298,38,436.17999999999995,1,2,2,122,5,LOST,16084.0
2740,22,167,981.5099999999999,3,4,3,343,10,LOYAL,16085.0
2741,58,39,1121.39,2,2,3,223,7,REGULARS,16086.0
2742,154,18,315.06000000000006,1,2,2,122,5,LOST,16091.0
2743,114,51,817.86,2,3,3,233,8,REGULARS,16092.0
2744,106,1,17.0,2,1,1,211,4,LIGHT,16093.0
2745,11,63,1078.2299999999998,4,3,3,433,10,ACTIVE,16094.0
2746,263,12,320.62,1,1,2,112,4,LOST,16096.0
2747,239,10,185.05,1,1,1,111,3,LOST,16097.0
2748,87,67,2005.6300000000003,2,3,4,234,9,BIG SPENDER,16098.0
2749,49,39,731.8999999999999,3,2,3,323,8,REGULARS,16099.0
2750,70,76,1290.7,2,3,3,233,8,REGULARS,16101.0
2751,41,57,1842.1400000000003,3,3,4,334,10,BIG SPENDER,16102.0
2752,6,48,1429.6399999999999,4,3,3,433,10,ACTIVE,16103.0
2753,61,29,302.36,2,2,1,221,5,LIGHT,16104.0
2754,248,13,336.96,1,1,2,112,4,LOST,16105.0
2755,65,6,108.38,2,1,1,211,4,LIGHT,16106.0
2756,17,31,3204.16,4,2,4,424,10,BIG SPENDER,16107.0
2757,84,48,842.5,2,3,3,233,8,REGULARS,16108.0
2758,218,18,611.88,1,2,2,122,5,LOST,16109.0
2759,44,354,1337.4800000000016,3,4,3,343,10,LOYAL,16110.0
2760,142,16,195.74,2,1,1,211,4,LIGHT,16112.0
2761,182,30,161.38000000000002,1,2,1,121,4,LOST,16113.0
2762,170,8,135.75000000000003,1,1,1,111,3,LOST,16114.0
2763,9,284,1667.9700000000018,4,4,4,444,12,STARS,16115.0
2764,211,34,612.7800000000001,1,2,2,122,5,LOST,16116.0
2765,189,30,232.21,1,2,1,121,4,LOST,16117.0
2766,7,16,423.36,4,1,2,412,7,ACTIVE,16119.0
2767,58,30,1309.14,2,2,3,223,7,REGULARS,16120.0
2768,56,212,867.1099999999998,2,4,3,243,9,LOYAL,16121.0
2769,72,38,684.42,2,2,3,223,7,REGULARS,16122.0
2770,51,16,307.78,2,1,2,212,5,REGULARS,16123.0
2771,316,11,249.0,1,1,1,111,3,LOST,16124.0
2772,366,13,289.35,1,1,1,111,3,LOST,16125.0
2773,28,117,6287.770000000002,3,4,4,344,11,BIG SPENDER,16126.0
2774,38,40,656.2500000000001,3,3,2,332,8,REGULARS,16127.0
2775,17,89,1880.22,4,3,4,434,11,BIG SPENDER,16128.0
2776,51,78,3506.5400000000013,2,3,4,234,9,BIG SPENDER,16131.0
2778,21,35,618.0900000000001,3,2,2,322,7,REGULARS,16134.0
2779,262,21,517.5499999999998,1,2,2,122,5,LOST,16135.0
2780,59,37,709.3800000000002,2,2,3,223,7,REGULARS,16136.0
2781,18,31,635.41,3,2,2,322,7,REGULARS,16139.0
2782,65,35,725.1800000000001,2,2,3,223,7,REGULARS,16140.0
2783,87,30,620.4,2,2,2,222,6,REGULARS,16141.0
2784,249,37,535.3400000000001,1,2,2,122,5,LOST,16142.0
2785,2,117,2424.939999999999,4,4,4,444,12,STARS,16143.0
2786,246,1,175.2,1,1,1,111,3,LOST,16144.0
2787,8,224,3799.4899999999957,4,4,4,444,12,STARS,16145.0
2788,156,29,734.1299999999999,1,2,3,123,6,LOST,16146.0
2789,133,22,375.0,2,2,2,222,6,REGULARS,16147.0
2790,295,1,76.32000000000001,1,1,1,111,3,LOST,16148.0
2791,4,18,280.52000000000004,4,2,1,421,7,ACTIVE,16149.0
2792,42,117,2053.019999999999,3,4,4,344,11,BIG SPENDER,16150.0
2793,268,29,1829.04,1,2,4,124,7,BIG SPENDER,16152.0
2794,49,89,1824.2300000000002,3,3,4,334,10,BIG SPENDER,16153.0
2795,8,130,3122.0400000000013,4,4,4,444,12,STARS,16156.0
2796,15,18,656.6899999999999,4,2,2,422,8,ACTIVE,16157.0
2797,281,14,348.2000000000001,1,1,2,112,4,LOST,16159.0
2798,64,20,1025.4400000000005,2,2,3,223,7,REGULARS,16160.0
2799,1,474,5575.559999999998,4,4,4,444,12,STARS,16161.0
2800,251,2,37.4,1,1,1,111,3,LOST,16162.0
2801,231,6,856.6000000000001,1,1,3,113,5,LOST,16163.0
2802,16,34,822.4800000000001,4,2,3,423,9,ACTIVE,16164.0
2803,10,98,3787.600000000001,4,4,4,444,12,STARS,16168.0
2804,7,85,1822.9700000000003,4,3,4,434,11,BIG SPENDER,16169.0
2805,50,125,1885.0499999999995,3,4,4,344,11,BIG SPENDER,16170.0
2806,58,3,73.2,2,1,1,211,4,LIGHT,16171.0
2807,94,69,1140.21,2,3,3,233,8,REGULARS,16172.0
2808,15,84,1418.3199999999993,4,3,3,433,10,ACTIVE,16173.0
2809,125,23,1009.5500000000001,2,2,3,223,7,REGULARS,16174.0
2810,93,58,1037.5899999999997,2,3,3,233,8,REGULARS,16175.0
2811,49,15,331.95,3,1,2,312,6,REGULARS,16177.0
2812,137,8,197.90000000000003,2,1,1,211,4,LIGHT,16178.0
2813,60,11,215.83,2,1,1,211,4,LIGHT,16179.0
2814,99,162,10254.180000000002,2,4,4,244,10,BIG SPENDER,16180.0
2815,72,11,305.5400000000001,2,1,2,212,5,REGULARS,16181.0
2816,71,28,6617.650000000001,2,2,4,224,8,BIG SPENDER,16182.0
2817,66,15,338.7100000000001,2,1,2,212,5,REGULARS,16183.0
2818,63,45,1158.7900000000002,2,3,3,233,8,REGULARS,16184.0
2819,16,31,529.41,4,2,2,422,8,ACTIVE,16185.0
2820,22,218,4006.9400000000032,3,4,4,344,11,BIG SPENDER,16186.0
2821,31,295,6911.439999999999,3,4,4,344,11,BIG SPENDER,16187.0
2822,44,67,981.8600000000001,3,3,3,333,9,REGULARS,16188.0
2823,15,11,215.47999999999996,4,1,1,411,6,NEW,16189.0
2824,39,6,215.08,3,1,1,311,5,LIGHT,16190.0
2825,2,134,5180.52,4,4,4,444,12,STARS,16191.0
2826,236,19,314.45,1,2,2,122,5,LOST,16193.0
2827,74,15,400.681,2,1,2,212,5,REGULARS,16198.0
2828,3,179,1080.6199999999992,4,4,3,443,11,LOYAL,16200.0
2829,2,111,1863.4699999999993,4,4,4,444,12,STARS,16201.0
2830,360,18,365.27000000000004,1,2,2,122,5,LOST,16202.0
2831,58,35,592.9,2,2,2,222,6,REGULARS,16203.0
2832,22,57,405.71000000000004,3,3,2,332,8,REGULARS,16204.0
2833,30,98,761.38,3,4,3,343,10,LOYAL,16205.0
2834,54,63,537.06,2,3,2,232,7,REGULARS,16206.0
2835,24,19,394.38,3,2,2,322,7,REGULARS,16207.0
2836,44,66,664.2600000000001,3,3,3,333,9,REGULARS,16208.0
2837,88,46,2262.62,2,3,4,234,9,BIG SPENDER,16209.0
2839,88,23,547.02,2,2,2,222,6,REGULARS,16211.0
2840,18,41,690.34,3,3,3,333,9,REGULARS,16212.0
2841,78,6,159.0,2,1,1,211,4,LIGHT,16213.0
2842,170,44,1062.7499999999998,1,3,3,133,7,LOST,16214.0
2843,80,14,242.35000000000002,2,1,1,211,4,LIGHT,16215.0
2844,266,37,914.9300000000002,1,2,3,123,6,LOST,16216.0
2845,234,15,304.25,1,1,1,111,3,LOST,16217.0
2846,29,84,3084.6800000000017,3,3,4,334,10,BIG SPENDER,16218.0
2847,36,97,864.86,3,4,3,343,10,LOYAL,16221.0
2848,317,137,846.7200000000007,1,4,3,143,8,LOYAL,16222.0
2849,56,96,1295.3000000000004,2,3,3,233,8,REGULARS,16224.0
2850,44,134,1096.32,3,4,3,343,10,LOYAL,16225.0
2851,202,8,255.11999999999998,1,1,1,111,3,LOST,16226.0
